image_path,p0_x,p0_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0022.HEIC,0.18364197530864199,0.2777777777777778,0.6851851851851852,0.2766203703703704,0.19444444444444445,0.6701388888888888,0.7145061728395062,0.6516203703703705
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0023.HEIC,0.22839506172839508,0.29629629629629634,0.7191358024691359,0.300925925925926,0.22530864197530864,0.6828703703703705,0.7376543209876544,0.664351851851852
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0024.HEIC,0.21296296296296297,0.28240740740740744,0.7021604938271605,0.28240740740740744,0.22530864197530864,0.664351851851852,0.7283950617283952,0.6469907407407408
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0025.HEIC,0.21913580246913583,0.27546296296296297,0.7037037037037037,0.2777777777777778,0.23148148148148148,0.6527777777777778,0.7222222222222222,0.6296296296296297
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0026.HEIC,0.21913580246913583,0.2766203703703704,0.7067901234567902,0.2777777777777778,0.22685185185185186,0.6574074074074074,0.7283950617283952,0.6354166666666666
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0027.HEIC,0.18672839506172842,0.2870370370370371,0.683641975308642,0.2870370370370371,0.20061728395061731,0.6747685185185186,0.7114197530864198,0.650462962962963
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0028.HEIC,0.2222222222222222,0.2905092592592593,0.7206790123456791,0.29629629629629634,0.23148148148148148,0.681712962962963,0.7484567901234569,0.6631944444444444
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0029.HEIC,0.22067901234567902,0.3055555555555556,0.7098765432098767,0.30671296296296297,0.2299382716049383,0.6932870370370371,0.7361111111111112,0.6678240740740742
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0030.HEIC,0.25308641975308643,0.3043981481481482,0.7345679012345679,0.3090277777777778,0.26697530864197533,0.6805555555555556,0.7546296296296297,0.6631944444444444
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0031.HEIC,0.2361111111111111,0.3113425925925926,0.7237654320987655,0.31712962962962965,0.24228395061728397,0.7002314814814815,0.7453703703703703,0.6759259259259259
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0032.HEIC,0.24228395061728397,0.3043981481481482,0.7314814814814815,0.30671296296296297,0.25462962962962965,0.6840277777777778,0.75,0.6608796296296297
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0033.HEIC,0.26697530864197533,0.3020833333333333,0.7515432098765433,0.3043981481481482,0.2762345679012346,0.6805555555555556,0.7685185185185185,0.6620370370370371
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0035.HEIC,0.2623456790123457,0.28935185185185186,0.7469135802469137,0.2916666666666667,0.27006172839506176,0.6701388888888888,0.7685185185185185,0.6446759259259259
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0036.HEIC,0.2854938271604938,0.29282407407407407,0.7577160493827161,0.2951388888888889,0.2916666666666667,0.6666666666666666,0.7808641975308642,0.6469907407407408
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0037.HEIC,0.2777777777777778,0.29629629629629634,0.75,0.29976851851851855,0.29012345679012347,0.6747685185185186,0.7731481481481481,0.6527777777777778
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0038.HEIC,0.30401234567901236,0.30324074074074076,0.7669753086419754,0.30671296296296297,0.31172839506172845,0.6724537037037037,0.7885802469135803,0.6539351851851852
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0039.HEIC,0.2962962962962963,0.3078703703703704,0.7731481481481481,0.31018518518518523,0.308641975308642,0.6875,0.79320987654321,0.6678240740740742
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0040.HEIC,0.2854938271604938,0.29282407407407407,0.7546296296296297,0.2905092592592593,0.30401234567901236,0.6631944444444444,0.7777777777777778,0.6458333333333334
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0041.HEIC,0.27006172839506176,0.30671296296296297,0.7469135802469137,0.30324074074074076,0.2947530864197531,0.6875,0.7731481481481481,0.6574074074074074
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0042.HEIC,0.26851851851851855,0.30324074074074076,0.7345679012345679,0.2986111111111111,0.2824074074074074,0.6701388888888888,0.7623456790123457,0.6458333333333334
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0043.HEIC,0.26851851851851855,0.30324074074074076,0.7530864197530864,0.3020833333333333,0.2854938271604938,0.6840277777777778,0.7793209876543211,0.6574074074074074
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0044.HEIC,0.14969135802469136,0.2731481481481482,0.7916666666666666,0.27546296296296297,0.1527777777777778,0.7418981481481481,0.7731481481481481,0.744212962962963
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0045.HEIC,0.15586419753086422,0.2847222222222222,0.8040123456790124,0.2847222222222222,0.17901234567901236,0.7523148148148149,0.7870370370370371,0.7453703703703705
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0046.HEIC,0.07407407407407407,0.2592592592592593,0.8101851851851852,0.2569444444444444,0.10185185185185185,0.7916666666666666,0.7962962962962963,0.7870370370370371
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0047.HEIC,0.06481481481481481,0.2557870370370371,0.8179012345679013,0.2557870370370371,0.08950617283950618,0.7974537037037037,0.8040123456790124,0.7951388888888888
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0048.HEIC,0.07253086419753087,0.28935185185185186,0.8240740740740741,0.2847222222222222,0.09567901234567902,0.8240740740740742,0.8024691358024693,0.8333333333333334
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0049.HEIC,0.041666666666666664,0.23495370370370372,0.8163580246913581,0.23842592592592593,0.08024691358024692,0.7870370370370371,0.79320987654321,0.7824074074074074
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0050.HEIC,0.1882716049382716,0.17708333333333334,0.8348765432098767,0.2025462962962963,0.19135802469135804,0.6180555555555556,0.7608024691358025,0.6597222222222222
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0052.HEIC,0.06327160493827161,0.19328703703703703,0.8549382716049383,0.20949074074074076,0.10493827160493828,0.7118055555555556,0.771604938271605,0.7511574074074074
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0053.HEIC,0.02160493827160494,0.13425925925925927,0.8842592592592593,0.1527777777777778,0.08333333333333333,0.6990740740740742,0.7916666666666666,0.7453703703703705
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0054.HEIC,0.0308641975308642,0.125,0.9027777777777778,0.1365740740740741,0.0941358024691358,0.7002314814814815,0.8009259259259259,0.7372685185185186
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0055.HEIC,0.00308641975308642,0.1261574074074074,0.8719135802469137,0.1400462962962963,0.07407407407407407,0.6944444444444444,0.7808641975308642,0.7418981481481481
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0056.HEIC,0.02006172839506173,0.125,0.8935185185185185,0.1365740740740741,0.08024691358024692,0.6967592592592593,0.8040123456790124,0.7349537037037037
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0057.HEIC,0.023148148148148147,0.1111111111111111,0.9151234567901235,0.1284722222222222,0.08024691358024692,0.7002314814814815,0.8148148148148148,0.7511574074074074
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0058.HEIC,0.04012345679012346,0.1076388888888889,0.9567901234567902,0.12152777777777778,0.0941358024691358,0.7048611111111112,0.8395061728395062,0.7569444444444444
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0059.HEIC,0.04012345679012346,0.10879629629629631,0.9382716049382717,0.11458333333333333,0.10185185185185185,0.6967592592592593,0.8364197530864198,0.7465277777777778
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0060.HEIC,0.023148148148148147,0.08101851851851852,0.9645061728395062,0.0925925925925926,0.08641975308641976,0.695601851851852,0.8472222222222222,0.7476851851851852
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0061.HEIC,0.00308641975308642,0.0763888888888889,0.9444444444444444,0.0787037037037037,0.07561728395061729,0.6909722222222222,0.8364197530864198,0.7361111111111112
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0062.HEIC,0.04475308641975309,0.11689814814814815,0.9212962962962963,0.1284722222222222,0.0941358024691358,0.6921296296296297,0.8209876543209877,0.7407407407407408
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0063.HEIC,0.027777777777777776,0.10185185185185186,0.9259259259259259,0.1099537037037037,0.08333333333333333,0.6875,0.8209876543209877,0.7361111111111112
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0064.HEIC,0.04320987654320988,0.0925925925925926,0.955246913580247,0.10416666666666667,0.0941358024691358,0.6898148148148149,0.8503086419753086,0.7372685185185186
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0065.HEIC,0.05401234567901235,0.09375,0.9660493827160495,0.10532407407407408,0.10185185185185185,0.6932870370370371,0.8549382716049383,0.7384259259259259
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0066.HEIC,0.05401234567901235,0.09606481481481483,0.9598765432098767,0.10532407407407408,0.10185185185185185,0.695601851851852,0.8549382716049383,0.7384259259259259
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0067.HEIC,0.027777777777777776,0.09143518518518519,0.9274691358024693,0.09953703703703705,0.0910493827160494,0.6898148148148149,0.8348765432098767,0.7291666666666666
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0068.HEIC,0.01234567901234568,0.08680555555555555,0.9259259259259259,0.09375,0.08024691358024692,0.6851851851851852,0.8271604938271605,0.7337962962962964
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0069.HEIC,0.13425925925925927,0.3125,0.7993827160493827,0.3217592592592593,0.1712962962962963,0.7476851851851852,0.7438271604938272,0.7743055555555556
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0070.HEIC,0.16203703703703703,0.2939814814814815,0.8518518518518519,0.3113425925925926,0.18981481481481483,0.75,0.7808641975308642,0.7858796296296297
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0071.HEIC,0.1527777777777778,0.2766203703703704,0.867283950617284,0.29282407407407407,0.1882716049382716,0.7430555555555556,0.79320987654321,0.7800925925925927
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0072.HEIC,0.11419753086419754,0.2766203703703704,0.830246913580247,0.28587962962962965,0.15895061728395063,0.7395833333333334,0.7669753086419754,0.7696759259259259
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0073.HEIC,0.11882716049382717,0.2465277777777778,0.8657407407407407,0.25810185185185186,0.16203703703703703,0.7280092592592593,0.7901234567901235,0.7685185185185186
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0074.HEIC,0.12191358024691358,0.24189814814814817,0.8734567901234569,0.25810185185185186,0.16666666666666666,0.7303240740740742,0.8009259259259259,0.7673611111111112
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0075.HEIC,0.1080246913580247,0.24074074074074076,0.8549382716049383,0.25462962962962965,0.15123456790123457,0.7256944444444444,0.7824074074074074,0.7650462962962964
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0076.HEIC,0.1111111111111111,0.2337962962962963,0.8595679012345679,0.25,0.154320987654321,0.7280092592592593,0.7854938271604939,0.7615740740740742
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0077.HEIC,0.10493827160493828,0.22337962962962965,0.8580246913580248,0.2361111111111111,0.1527777777777778,0.7199074074074074,0.7808641975308642,0.7615740740740742
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0078.HEIC,0.08796296296296297,0.212962962962963,0.8564814814814815,0.22800925925925927,0.13425925925925927,0.7210648148148149,0.7824074074074074,0.7604166666666666
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0079.HEIC,0.09722222222222222,0.20949074074074076,0.8595679012345679,0.22685185185185186,0.13580246913580246,0.7210648148148149,0.7870370370370371,0.758101851851852
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0080.HEIC,0.07561728395061729,0.19675925925925927,0.8549382716049383,0.21064814814814817,0.13117283950617284,0.7118055555555556,0.7854938271604939,0.7511574074074074
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0081.HEIC,0.2037037037037037,0.33449074074074076,0.6712962962962963,0.3564814814814815,0.2021604938271605,0.65625,0.6311728395061729,0.6724537037037037
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0082.HEIC,0.1959876543209877,0.3252314814814815,0.6512345679012346,0.3460648148148148,0.20061728395061731,0.6458333333333334,0.6157407407407407,0.6585648148148149
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0083.HEIC,0.17438271604938274,0.332175925925926,0.6527777777777778,0.3506944444444444,0.18518518518518517,0.6620370370370371,0.6141975308641976,0.6759259259259259
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0084.HEIC,0.19290123456790126,0.3229166666666667,0.6774691358024693,0.34490740740740744,0.2037037037037037,0.6585648148148149,0.6419753086419754,0.6666666666666666
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0085.HEIC,0.1820987654320988,0.3356481481481482,0.6728395061728395,0.35185185185185186,0.2021604938271605,0.664351851851852,0.6388888888888888,0.6805555555555556
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0086.HEIC,0.17592592592592593,0.32407407407407407,0.6620370370370371,0.332175925925926,0.19753086419753088,0.6539351851851852,0.6358024691358025,0.6620370370370371
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0087.HEIC,0.19753086419753088,0.3194444444444444,0.6882716049382717,0.332175925925926,0.2145061728395062,0.6550925925925927,0.6589506172839507,0.6631944444444444
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0088.HEIC,0.2021604938271605,0.3020833333333333,0.6990740740740741,0.3159722222222222,0.21913580246913583,0.6377314814814815,0.6620370370370371,0.650462962962963
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0093.HEIC,0.18518518518518517,0.17245370370370372,0.8194444444444444,0.20949074074074076,0.1527777777777778,0.6365740740740742,0.7546296296296297,0.6759259259259259
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0094.HEIC,0.16512345679012347,0.12037037037037038,0.8518518518518519,0.16319444444444445,0.13734567901234568,0.619212962962963,0.7746913580246915,0.65625
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0095.HEIC,0.18055555555555555,0.24884259259259262,0.7870370370370371,0.27893518518518523,0.16358024691358025,0.6898148148148149,0.7361111111111112,0.7164351851851852
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0096.HEIC,0.22067901234567902,0.22916666666666666,0.8518518518518519,0.2627314814814815,0.19444444444444445,0.6840277777777778,0.7885802469135803,0.7210648148148149
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0097.HEIC,0.22067901234567902,0.21180555555555555,0.8595679012345679,0.24189814814814817,0.1959876543209877,0.6678240740740742,0.7916666666666666,0.7025462962962964
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0099.HEIC,0.18518518518518517,0.19328703703703703,0.8441358024691359,0.22106481481481483,0.1712962962962963,0.6608796296296297,0.7731481481481481,0.6990740740740742
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0100.HEIC,0.0941358024691358,0.10069444444444445,0.8364197530864198,0.1261574074074074,0.09567901234567902,0.6307870370370371,0.7654320987654322,0.6597222222222222
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0101.HEIC,0.11728395061728396,0.19212962962962965,0.7685185185185185,0.21759259259259262,0.10956790123456792,0.6620370370370371,0.7160493827160495,0.6863425925925927
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0103.HEIC,0.16203703703703703,0.14467592592592593,0.8688271604938272,0.16898148148148148,0.15895061728395063,0.6435185185185186,0.7962962962962963,0.6770833333333334
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0104.HEIC,0.17592592592592593,0.1712962962962963,0.8564814814814815,0.17592592592592593,0.17438271604938274,0.6574074074074074,0.822530864197531,0.6793981481481481
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0105.HEIC,0.18055555555555555,0.16550925925925927,0.8595679012345679,0.17245370370370372,0.17592592592592593,0.6527777777777778,0.8256172839506174,0.6770833333333334
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0106.HEIC,0.1882716049382716,0.13541666666666666,0.8950617283950618,0.14930555555555555,0.17438271604938274,0.650462962962963,0.8472222222222222,0.6678240740740742
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0107.HEIC,0.16512345679012347,0.15625,0.8487654320987655,0.16898148148148148,0.1574074074074074,0.650462962962963,0.8055555555555556,0.6689814814814815
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0108.HEIC,0.17746913580246917,0.14583333333333334,0.8688271604938272,0.16550925925925927,0.16666666666666666,0.6469907407407408,0.8209876543209877,0.6689814814814815
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0109.HEIC,0.14660493827160495,0.1597222222222222,0.8287037037037037,0.17708333333333334,0.14351851851851852,0.6481481481481481,0.7824074074074074,0.6666666666666666
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0110.HEIC,0.15123456790123457,0.1597222222222222,0.8271604938271605,0.18055555555555555,0.14351851851851852,0.6481481481481481,0.7808641975308642,0.6655092592592593
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0111.HEIC,0.154320987654321,0.1574074074074074,0.8163580246913581,0.181712962962963,0.13734567901234568,0.6516203703703705,0.7808641975308642,0.6712962962962964
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0112.HEIC,0.16049382716049385,0.14120370370370372,0.8395061728395062,0.16203703703703703,0.1404320987654321,0.6435185185185186,0.7947530864197532,0.6666666666666666
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0114.HEIC,0.1388888888888889,0.14814814814814817,0.8117283950617284,0.16319444444444445,0.13580246913580246,0.6435185185185186,0.7731481481481481,0.65625
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0115.HEIC,0.13117283950617284,0.14583333333333334,0.8055555555555556,0.16666666666666666,0.13425925925925927,0.6377314814814815,0.7654320987654322,0.6539351851851852
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0116.HEIC,0.25462962962962965,0.24189814814814817,0.8503086419753086,0.2627314814814815,0.23919753086419754,0.6793981481481481,0.8055555555555556,0.6944444444444444
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0117.HEIC,0.2515432098765432,0.269675925925926,0.8209876543209877,0.2673611111111111,0.24228395061728397,0.6851851851851852,0.8009259259259259,0.7025462962962964
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0118.HEIC,0.09722222222222222,0.1909722222222222,0.8024691358024693,0.20370370370370372,0.10185185185185185,0.71875,0.7793209876543211,0.7175925925925927
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0119.HEIC,0.16203703703703703,0.3541666666666667,0.6790123456790124,0.3611111111111111,0.18981481481481483,0.7048611111111112,0.654320987654321,0.7291666666666666
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0120.HEIC,0.12962962962962962,0.2326388888888889,0.79320987654321,0.244212962962963,0.13425925925925927,0.7048611111111112,0.7638888888888888,0.71875
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0121.HEIC,0.1404320987654321,0.2465277777777778,0.7854938271604939,0.24884259259259262,0.14969135802469136,0.7164351851851852,0.7731481481481481,0.7199074074074074
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0122.HEIC,0.06790123456790123,0.244212962962963,0.7330246913580248,0.24305555555555555,0.09567901234567902,0.726851851851852,0.7222222222222222,0.7233796296296297
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0123.HEIC,0.06790123456790123,0.2800925925925926,0.7438271604938272,0.2777777777777778,0.10493827160493828,0.7650462962962964,0.7376543209876544,0.7465277777777778
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0124.HEIC,0.05555555555555555,0.2476851851851852,0.7700617283950618,0.23726851851851855,0.12191358024691358,0.7592592592592593,0.7669753086419754,0.7326388888888888
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0125.HEIC,0.10956790123456792,0.31018518518518523,0.7978395061728396,0.30324074074074076,0.14506172839506173,0.8032407407407408,0.7885802469135803,0.789351851851852
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0126.HEIC,0.08179012345679013,0.3020833333333333,0.7453703703703703,0.29282407407407407,0.11574074074074074,0.7858796296296297,0.7484567901234569,0.7627314814814815
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0127.HEIC,0.11882716049382717,0.29976851851851855,0.7824074074074074,0.2916666666666667,0.1574074074074074,0.7824074074074074,0.7793209876543211,0.7615740740740742
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0128.HEIC,0.10339506172839506,0.31365740740740744,0.7608024691358025,0.300925925925926,0.14351851851851852,0.7928240740740742,0.7669753086419754,0.7719907407407408
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0129.HEIC,0.1080246913580247,0.35532407407407407,0.7037037037037037,0.3541666666666667,0.12191358024691358,0.789351851851852,0.6959876543209877,0.7905092592592593
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0130.HEIC,0.18364197530864199,0.29976851851851855,0.7978395061728396,0.3043981481481482,0.2037037037037037,0.7511574074074074,0.7808641975308642,0.7384259259259259
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0131.HEIC,0.046296296296296294,0.34490740740740744,0.6805555555555556,0.3298611111111111,0.09259259259259259,0.7928240740740742,0.6774691358024693,0.7858796296296297
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0132.HEIC,0.13117283950617284,0.332175925925926,0.7391975308641976,0.3425925925925926,0.1388888888888889,0.7789351851851852,0.7268518518518519,0.7789351851851852
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0133.HEIC,0.19444444444444445,0.2465277777777778,0.79320987654321,0.2569444444444444,0.20524691358024694,0.7013888888888888,0.7870370370370371,0.6863425925925927
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0134.HEIC,0.18364197530864199,0.2673611111111111,0.771604938271605,0.2569444444444444,0.20061728395061731,0.6979166666666666,0.7731481481481481,0.6967592592592593
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0135.HEIC,0.1388888888888889,0.3680555555555556,0.7484567901234569,0.3611111111111111,0.1820987654320988,0.7974537037037037,0.7438271604938272,0.7835648148148149
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0136.HEIC,0.15895061728395063,0.363425925925926,0.7623456790123457,0.3530092592592593,0.19135802469135804,0.7997685185185186,0.7685185185185185,0.78125
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0137.HEIC,0.18518518518518517,0.3368055555555556,0.7654320987654322,0.3564814814814815,0.17592592592592593,0.7557870370370371,0.7299382716049383,0.7905092592592593
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0138.HEIC,0.17746913580246917,0.394675925925926,0.7592592592592593,0.4085648148148148,0.17592592592592593,0.8090277777777778,0.7268518518518519,0.8321759259259259
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0140.HEIC,0.20987654320987656,0.40393518518518523,0.7391975308641976,0.40740740740740744,0.2145061728395062,0.7881944444444444,0.7268518518518519,0.7916666666666666
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0141.HEIC,0.22067901234567902,0.39004629629629634,0.7685185185185185,0.39699074074074076,0.2299382716049383,0.7997685185185186,0.7623456790123457,0.7858796296296297
C:/Users/aaron/CODING/ergScreenReader/images\IMG_0142.HEIC,0.14814814814814814,0.4340277777777778,0.705246913580247,0.4236111111111111,0.1820987654320988,0.8333333333333334,0.7129629629629629,0.8159722222222222
